date;quarter;department;day;team;targeted_productivity;smv;total_work;wip;over_time;incentive;idle_time;idle_men;no_of_style_change;no_of_workers;actual_productivity
01/05/2015;Quarter1;sweing;Monday;4;0.8;28.08;;759.0;6900;50;0.0;0;No;58;0.800076522
01/05/2015;Quarter1;finishing;Monday;10;0.75;2.9;;;960;0;0.0;0;No;8;0.763375
01/05/2015;Quarter1;finishing;Monday;5;0.6;2.9;;;960;0;0.0;0;No;8;0.759270833
01/05/2015;Quarter1;sweing;Monday;10;0.75;28.08;7389.0;1083.0;7020;45;0.0;0;No;59;0.7504
01/05/2015;Quarter1;sweing;Monday;3;0.75;19.87;9036.0;944.0;6600;45;0.0;0;No;55;0.75024303
01/05/2015;Quarter1;finishing;Monday;7;0.8;3.94;23348.0;;960;0;0.0;0;No;8;0.676666667
01/05/2015;Quarter1;finishing;Monday;8;0.8;2.9;12522.0;;960;0;0.0;0;No;8;0.664583333
01/05/2015;Quarter1;sweing;Monday;5;0.6;21.98;8753.0;666.0;6960;23;0.0;0;No;58;0.600028736
01/06/2015;Quarter1;finishing;Tuesday;4;0.8;3.94;11975.0;;4440;0;0.0;0;No;18;0.966781346
01/06/2015;Quarter1;finishing;Tuesday;1;0.8;3.94;24543.0;;1440;0;0.0;0;No;8;0.936496212
01/06/2015;Quarter1;finishing;Tuesday;3;0.75;4.15;22816.0;;1800;0;0.0;0;No;10;0.899166667
01/06/2015;Quarter1;finishing;Tuesday;11;0.8;4.15;19027.0;;2700;0;0.0;0;No;15;0.888686869
01/06/2015;Quarter1;finishing;Tuesday;9;0.8;3.94;21565.0;;1440;0;0.0;0;No;8;0.858143939
01/06/2015;Quarter1;sweing;Tuesday;1;0.8;26.16;14140.0;1187.0;10620;75;0.0;0;No;59;0.850502311
01/06/2015;Quarter1;sweing;Tuesday;9;0.8;26.16;22657.0;1305.0;10620;75;0.0;0;No;59;0.850502311
01/06/2015;Quarter1;finishing;Tuesday;10;0.75;3.94;24387.0;;1440;0;0.0;0;No;8;0.809640152
01/06/2015;Quarter1;finishing;Tuesday;2;0.8;3.94;21974.0;;1440;0;0.0;0;No;8;0.805909091
01/06/2015;Quarter1;sweing;Tuesday;2;0.8;28.08;17384.0;716.0;10350;50;0.0;0;No;58;0.800594466
01/06/2015;Quarter1;sweing;Tuesday;4;0.8;28.08;20848.0;925.0;10350;50;0.0;0;No;58;0.800594466
01/06/2015;Quarter1;sweing;Tuesday;3;0.8;19.87;10164.0;963.0;9900;50;0.0;0;No;55;0.800273829
01/06/2015;Quarter1;sweing;Tuesday;12;0.8;11.61;22580.0;1101.0;5310;50;0.0;0;No;32;0.800140969
01/06/2015;Quarter1;sweing;Tuesday;7;0.8;25.9;15653.0;1035.0;10170;38;0.0;0;No;57;0.800128721
01/06/2015;Quarter1;sweing;Tuesday;8;0.8;25.9;21519.0;1083.0;10170;38;0.0;0;No;57;0.800128721
01/06/2015;Quarter1;sweing;Tuesday;6;0.8;11.61;21743.0;910.0;4470;38;0.0;0;No;32;0.80007657
01/06/2015;Quarter1;sweing;Tuesday;10;0.75;28.08;8737.0;1209.0;10530;45;0.0;0;No;59;0.750545455
01/06/2015;Quarter1;sweing;Tuesday;11;0.75;19.31;1737.0;590.0;9900;45;0.0;0;No;55;0.750057851
01/06/2015;Quarter1;finishing;Tuesday;8;0.8;2.9;5276.0;;1440;0;0.0;0;No;8;0.681060606
01/06/2015;Quarter1;sweing;Tuesday;5;0.65;21.98;3263.0;808.0;10440;35;0.0;0;No;58;0.649983281
01/06/2015;Quarter1;finishing;Tuesday;7;0.8;2.9;17840.0;;1440;0;0.0;0;No;8;0.61625
01/07/2015;Quarter1;finishing;Wednesday;1;0.8;3.94;15359.0;;1440;0;0.0;0;No;8;0.951420455
01/07/2015;Quarter1;finishing;Wednesday;9;0.8;3.94;19490.0;;1440;0;0.0;0;No;8;0.880530303
01/07/2015;Quarter1;sweing;Wednesday;1;0.8;26.16;7763.0;1179.0;10620;75;0.0;0;No;59;0.850502311
01/07/2015;Quarter1;sweing;Wednesday;9;0.8;26.16;1781.0;1324.0;10620;75;0.0;0;No;59;0.850502311
01/07/2015;Quarter1;sweing;Wednesday;8;0.8;25.9;6185.0;1135.0;10170;60;0.0;0;No;57;0.850136766
01/07/2015;Quarter1;finishing;Wednesday;3;0.75;4.15;703.0;;2700;0;0.0;0;No;15;0.83
01/07/2015;Quarter1;finishing;Wednesday;4;0.8;3.94;5084.0;;4440;0;0.0;0;No;18;0.827186544
01/07/2015;Quarter1;finishing;Wednesday;2;0.8;3.94;10915.0;;1440;0;0.0;0;No;8;0.813371212
01/07/2015;Quarter1;finishing;Wednesday;10;0.75;3.94;12376.0;;1440;0;0.0;0;No;8;0.805909091
01/07/2015;Quarter1;finishing;Wednesday;7;0.8;2.9;15927.0;;1440;0;0.0;0;No;8;0.804640152
01/07/2015;Quarter1;sweing;Wednesday;2;0.8;28.08;11966.0;776.0;10350;63;0.0;0;No;58;0.800594466
01/07/2015;Quarter1;sweing;Wednesday;4;0.8;28.08;2005.0;990.0;10350;50;0.0;0;No;58;0.800594466
01/07/2015;Quarter1;sweing;Wednesday;6;0.8;11.41;2465.0;986.0;5490;50;0.0;0;No;31;0.800343766
01/07/2015;Quarter1;sweing;Wednesday;3;0.8;19.87;1088.0;924.0;9900;50;0.0;0;No;55;0.800273829
01/07/2015;Quarter1;sweing;Wednesday;12;0.8;11.61;19633.0;1120.0;5670;50;0.0;0;No;32;0.800246753
01/07/2015;Quarter1;sweing;Wednesday;7;0.8;25.9;17967.0;1066.0;10170;50;0.0;0;No;57;0.800128721
01/07/2015;Quarter1;sweing;Wednesday;10;0.75;28.08;8530.0;1144.0;10530;69;0.0;0;No;59;0.8
01/07/2015;Quarter1;sweing;Wednesday;5;0.7;21.98;12180.0;413.0;9720;40;0.0;0;No;58;0.700480831
01/07/2015;Quarter1;finishing;Wednesday;8;0.8;2.9;5888.0;;1440;0;0.0;0;No;8;0.681060606
01/07/2015;Quarter1;finishing;Wednesday;6;;2.9;8842.0;;1800;0;0.0;0;No;10;0.666515152
01/07/2015;Quarter1;sweing;Wednesday;11;0.8;31.83;4015.0;568.0;9900;40;0.0;0;No;55;0.412119835
01/07/2015;Quarter1;finishing;Wednesday;5;0.7;4.15;6959.0;;1440;0;0.0;0;No;8;0.330113636
01/08/2015;Quarter2;finishing;Thursday;1;0.8;3.94;19919.0;;1440;0;0.0;0;No;8;0.947689394
01/08/2015;Quarter2;finishing;Thursday;4;0.8;3.94;1452.0;;12600;0;0.0;0;No;20;0.919905405
01/08/2015;Quarter2;sweing;Thursday;9;0.8;26.16;14599.0;1216.0;10620;88;0.0;0;No;59;0.900215716
01/08/2015;Quarter2;finishing;Thursday;9;0.8;3.94;19813.0;;1440;0;0.0;0;No;8;0.891723485
01/08/2015;Quarter2;sweing;Thursday;1;0.8;26.16;18561.0;1189.0;10620;75;0.0;0;No;59;0.850502311
01/08/2015;Quarter2;sweing;Thursday;4;0.8;28.08;8862.0;942.0;10530;75;0.0;0;No;59;0.850181818
01/08/2015;Quarter2;sweing;Thursday;7;0.8;25.9;23211.0;1050.0;10170;60;0.0;0;No;57;0.850136766
01/08/2015;Quarter2;sweing;Thursday;8;0.8;25.9;;1026.0;10170;60;0.0;0;No;57;0.850136766
01/08/2015;Quarter2;finishing;Thursday;2;0.8;3.94;;;1440;0;0.0;0;No;8;0.835757576
01/08/2015;Quarter2;finishing;Thursday;5;0.7;4.15;;;3840;0;0.0;0;No;8;0.821354167
01/08/2015;Quarter2;sweing;Thursday;2;0.8;28.08;;783.0;10050;63;0.0;0;No;59;0.800497246
01/08/2015;Quarter2;sweing;Thursday;3;0.8;19.87;938.0;857.0;9900;50;0.0;0;No;55;0.800273829
01/08/2015;Quarter2;sweing;Thursday;12;0.8;11.61;9774.0;548.0;15120;63;0.0;0;No;32;0.800107143
01/08/2015;Quarter2;sweing;Thursday;6;0.8;11.41;8564.0;411.0;14640;50;0.0;0;No;31;0.800024932
01/08/2015;Quarter2;sweing;Thursday;10;0.75;28.08;20904.0;1066.0;10530;69;0.0;0;No;59;0.8
01/08/2015;Quarter2;finishing;Thursday;10;0.75;3.94;5523.0;;1440;0;0.0;0;No;8;0.779791667
01/08/2015;Quarter2;finishing;Thursday;8;0.8;2.9;19245.0;;1440;0;0.0;0;No;8;0.735984848
01/08/2015;Quarter2;finishing;Thursday;3;0.75;4.15;9042.0;;2160;0;0.0;0;No;12;0.712626263
01/08/2015;Quarter2;finishing;Thursday;7;0.8;2.9;2011.0;;1440;0;0.0;0;No;8;0.681060606
01/08/2015;Quarter2;finishing;Thursday;11;0.8;4.15;21197.0;;900;0;0.0;0;No;5;0.515606061
01/08/2015;Quarter2;sweing;Thursday;11;0.35;12.52;8707.0;287.0;25920;38;0.0;0;No;54;0.349951389
01/08/2015;Quarter2;sweing;Thursday;5;0.7;42.41;22667.0;724.0;10260;0;0.0;0;No;57;0.233705476
01/10/2015;Quarter2;finishing;Saturday;1;0.8;3.94;24482.0;;2160;0;0.0;0;No;8;0.985
01/10/2015;Quarter2;finishing;Saturday;3;0.75;4.15;6534.0;;2760;0;0.0;0;No;12;0.930340376
01/10/2015;Quarter2;finishing;Saturday;4;0.8;3.94;14020.0;;6000;0;0.0;0;No;20;0.911589744
01/10/2015;Quarter2;finishing;Saturday;9;0.8;3.94;23792.0;;1440;0;0.0;0;No;8;0.858143939
01/10/2015;Quarter2;sweing;Saturday;9;0.8;26.16;21932.0;1122.0;10620;75;0.0;0;No;59;0.851174114
01/10/2015;Quarter2;sweing;Saturday;7;0.8;25.9;7581.0;970.0;10170;60;0.0;0;No;57;0.850136766
01/10/2015;Quarter2;sweing;Saturday;8;0.8;25.9;10889.0;1158.0;10170;60;0.0;0;No;57;0.850136766
01/10/2015;Quarter2;finishing;Saturday;10;0.8;3.94;14661.0;;1440;0;0.0;0;No;8;0.846950758
01/10/2015;Quarter2;finishing;Saturday;11;0.8;4.15;14862.0;;1440;0;0.0;0;No;8;0.817424242
01/10/2015;Quarter2;finishing;Saturday;2;0.8;3.94;14610.0;;1440;0;0.0;0;No;8;0.817102273
01/10/2015;Quarter2;sweing;Saturday;4;0.8;28.08;3451.0;660.0;10440;63;0.0;0;No;58;0.801028213
01/10/2015;Quarter2;sweing;Saturday;2;0.8;28.08;22057.0;749.0;10350;63;0.0;0;No;58;0.800594466
01/10/2015;Quarter2;sweing;Saturday;12;0.8;11.61;17803.0;893.0;4710;50;0.0;0;No;32;0.800346445
01/10/2015;Quarter2;sweing;Saturday;6;0.8;11.41;22318.0;887.0;5490;50;0.0;0;No;31;0.800343766
01/10/2015;Quarter2;sweing;Saturday;1;0.8;26.16;7471.0;1335.0;10620;63;0.0;0;No;59;0.800117103
01/10/2015;Quarter2;sweing;Saturday;10;0.8;28.08;15636.0;1082.0;10530;63;0.0;0;No;59;0.8
01/10/2015;Quarter2;;Saturday;3;0.75;19.87;7411.0;1075.0;7080;45;0.0;0;No;56;0.750098351
01/10/2015;Quarter2;;Saturday;11;0.5;12.52;2686.0;749.0;9540;38;0.0;0;No;53;0.673245283
01/10/2015;Quarter2;;Saturday;7;0.8;2.9;9822.0;;1440;0;0.0;0;No;8;0.670075758
01/10/2015;Quarter2;finishing;Saturday;8;0.8;2.9;22395.0;;1440;0;0.0;0;No;8;0.628882576
01/10/2015;Quarter2;sweing;Saturday;5;0.5;20.79;21548.0;966.0;7680;0;0.0;0;No;56;0.388007813
01/10/2015;Quarter2;finishing;Saturday;5;0.5;4.15;19929.0;;1440;0;0.0;0;No;8;0.337973485
01/11/2015;Quarter2;finishing;Sunday;3;0.75;4.15;3374.0;;1440;0;0.0;0;No;8;0.93532197
01/11/2015;Quarter2;finishing;Sunday;4;0.8;3.94;4333.0;;3600;0;0.0;0;No;20;0.925643939
01/11/2015;Quarter2;sweing;Sunday;9;0.8;26.16;20185.0;1095.0;10620;88;0.0;0;No;59;0.900215716
01/11/2015;Quarter2;finishing;Sunday;1;0.8;3.94;24040.0;;1440;0;0.0;0;No;8;0.873068182
01/11/2015;Quarter2;finishing;Sunday;9;0.8;3.94;15762.0;;1440;0;0.0;0;No;8;0.858143939
01/11/2015;Quarter2;sweing;Sunday;1;0.8;26.16;4788.0;1383.0;10620;75;0.0;0;No;59;0.850502311
01/11/2015;Quarter2;sweing;Sunday;7;0.8;25.9;2797.0;1012.0;10170;45;0.0;0;No;57;0.850136766
01/11/2015;Quarter2;sweing;Sunday;8;0.8;25.9;21957.0;1209.0;10170;60;0.0;0;No;57;0.850136766
01/11/2015;Quarter2;finishing;Sunday;10;0.8;3.94;20508.0;;1440;0;0.0;0;No;8;0.828295455
01/11/2015;Quarter2;finishing;Sunday;2;0.8;3.94;1152.0;;1440;0;0.0;0;No;8;0.820833333
01/11/2015;Quarter2;sweing;Sunday;6;0.8;11.41;8372.0;887.0;5490;50;0.0;0;No;31;0.800343766
01/11/2015;Quarter2;sweing;Sunday;12;0.8;11.61;4766.0;896.0;5670;50;0.0;0;No;32;0.800246753
01/11/2015;Quarter2;sweing;Sunday;2;0.8;28.08;13354.0;805.0;10530;63;0.0;0;No;59;0.8
01/11/2015;Quarter2;sweing;Sunday;10;0.8;28.08;10535.0;762.0;10530;38;0.0;0;No;59;0.8
01/11/2015;Quarter2;sweing;Sunday;3;0.8;19.87;22942.0;1043.0;6420;0;0.0;0;No;55;0.690182815
01/11/2015;Quarter2;finishing;Sunday;11;0.8;4.15;4577.0;;1440;0;0.0;0;No;8;0.668087121
01/11/2015;Quarter2;finishing;Sunday;8;0.8;2.9;1039.0;;1440;0;0.0;0;No;8;0.653598485
01/11/2015;Quarter2;finishing;Sunday;5;;4.15;14709.0;;1440;0;0.0;0;No;8;0.609138258
01/11/2015;Quarter2;sweing;Sunday;11;0.6;12.52;1890.0;831.0;9540;30;0.0;0;No;53;0.600229846
01/11/2015;Quarter2;finishing;Sunday;6;0.8;2.9;20038.0;;1440;0;0.0;0;No;8;0.597348485
01/11/2015;Quarter2;finishing;Sunday;7;0.8;2.9;2024.0;;1440;0;0.0;0;No;8;0.590435606
01/11/2015;Quarter2;sweing;Sunday;4;0.8;50.48;8780.0;562.0;10440;0;0.0;0;No;58;0.473134796
01/11/2015;Quarter2;sweing;Sunday;5;0.6;20.79;4401.0;1208.0;7980;0;0.0;0;No;57;0.452979626
01/12/2015;Quarter2;finishing;Monday;1;0.8;3.94;14403.0;;1440;0;0.0;0;No;8;0.955151515
01/12/2015;Quarter2;finishing;Monday;4;0.35;4.3;1437.0;;3240;0;0.0;0;No;18;0.942213805
01/12/2015;Quarter2;finishing;Monday;3;0.8;4.15;8901.0;;1800;0;0.0;0;No;10;0.905454545
01/12/2015;Quarter2;finishing;Monday;2;0.8;3.94;9454.0;;1440;0;0.0;0;No;8;0.880530303
01/12/2015;Quarter2;finishing;Monday;9;0.8;3.94;7377.0;;1440;0;0.0;0;No;8;0.858143939
01/12/2015;Quarter2;sweing;Monday;1;0.8;26.16;19842.0;1099.0;8220;75;0.0;0;No;59;0.850522167
01/12/2015;Quarter2;sweing;Monday;9;0.8;26.16;12551.0;1093.0;10620;75;0.0;0;No;59;0.850502311
01/12/2015;Quarter2;sweing;Monday;7;0.8;25.9;12477.0;1031.0;10170;60;0.0;0;No;57;0.850136766
01/12/2015;Quarter2;sweing;Monday;8;0.8;25.9;14453.0;1233.0;10170;60;0.0;0;No;57;0.850136766
01/12/2015;Quarter2;finishing;Monday;6;0.8;2.9;11226.0;;1440;0;0.0;0;No;8;0.817424242
01/12/2015;Quarter2;finishing;Monday;5;0.65;4.15;19952.0;;1440;0;0.0;0;No;8;0.809564394
01/12/2015;Quarter2;sweing;Monday;3;0.8;19.87;;941.0;9900;0;0.0;0;No;55;0.800273829
01/12/2015;Quarter2;sweing;Monday;6;0.8;11.41;18169.0;843.0;5670;50;0.0;0;No;32;0.800181818
01/12/2015;Quarter2;sweing;Monday;12;0.8;11.61;14367.0;760.0;4470;50;0.0;0;No;32;0.80007657
01/12/2015;Quarter2;sweing;Monday;2;0.8;28.08;23999.0;737.0;10530;63;0.0;0;No;59;0.8
01/12/2015;Quarter2;finishing;Monday;8;0.8;2.9;18407.0;;1440;0;0.0;0;No;8;0.725
01/12/2015;Quarter2;sweing;Monday;10;0.8;50.48;18035.0;381.0;6930;45;0.0;0;No;59;0.688557555
01/12/2015;Quarter2;sweing;Monday;5;0.65;20.79;1988.0;1141.0;8460;0;0.0;0;No;59;0.650040783
01/12/2015;Quarter2;sweing;Monday;11;0.65;12.52;9391.0;1004.0;9540;44;0.0;0;No;53;0.64998056
01/12/2015;Quarter2;finishing;Monday;7;0.8;2.9;22051.0;;1440;0;0.0;0;No;8;0.648106061
01/12/2015;Quarter2;finishing;Monday;11;0.8;4.15;21012.0;;1440;0;0.0;0;No;8;0.640577652
01/12/2015;Quarter2;sweing;Monday;4;0.35;22.4;19804.0;581.0;7350;0;0.0;0;No;52;0.35063299
01/12/2015;Quarter2;finishing;Monday;10;0.8;3.94;12243.0;;1440;0;0.0;0;No;8;0.24625
01/13/2015;Quarter2;finishing;Tuesday;4;0.35;4.3;13581.0;;2160;0;0.0;0;No;12;0.952020202
01/13/2015;Quarter2;finishing;Tuesday;1;0.8;3.94;23208.0;;1440;0;0.0;0;No;2;0.951420455
01/13/2015;Quarter2;finishing;Tuesday;10;0.8;3.94;2495.0;;5400;0;0.0;0;No;20;0.912766667
01/13/2015;Quarter2;finishing;Tuesday;3;0.8;4.15;3087.0;;1620;0;0.0;0;No;9;0.901262626
01/13/2015;Quarter2;finishing;Tuesday;9;0.8;3.94;14122.0;;1440;0;0.0;0;No;8;0.858143939
01/13/2015;Quarter2;sweing;Tuesday;1;0.8;26.16;15762.0;1073.0;10620;75;0.0;0;No;59;0.850502311
01/13/2015;Quarter2;sweing;Tuesday;9;0.8;26.16;2986.0;1156.0;10620;75;0.0;0;No;59;0.850502311
01/13/2015;Quarter2;sweing;Tuesday;8;0.8;25.9;;1211.0;10260;60;0.0;0;No;57;0.850252525
01/13/2015;Quarter2;sweing;Tuesday;7;0.8;25.9;;1126.0;10170;60;0.0;0;No;57;0.850136766
01/13/2015;Quarter2;finishing;Tuesday;5;0.65;4.15;9926.0;;1440;0;0.0;0;No;8;0.821354167
01/13/2015;Quarter2;finishing;Tuesday;2;0.8;3.94;14378.0;;1440;0;0.0;0;No;8;0.805909091
01/13/2015;Quarter2;sweing;Tuesday;6;;11.61;19509.0;1004.0;5670;50;0.0;0;No;32;0.800246753
01/13/2015;Quarter2;sweing;Tuesday;12;0.8;11.61;6265.0;1063.0;5670;50;0.0;0;No;32;0.800246753
